Month #,Day,Hour,Timestamp (Hour Ending),Demand (MWh),1 MW DC Array Output (W), 1 MW AC System Output (W),1 MW DC Array Output (MW),1 MW AC System Output (MW),20 MW DC Array Output (W),20 MW AC System Output (W),20 MW DC Output (MW),20 MW AC Output (MW)
9,15,14,9/15/2020 3 p.m. EDT,101,713589.375,686187.125,0.713589375,0.686187125,14271788,13723743,14.271788,13.723743
9,15,15,9/15/2020 4 p.m. EDT,104,679660.063,653746.875,0.679660063,0.653746875,13593201,13074937,13.593201,13.074937
9,15,16,9/15/2020 5 p.m. EDT,107,553365.438,532618.688,0.553365438,0.532618688,11067309,10652373,11.067309,10.652373
9,15,17,9/15/2020 6 p.m. EDT,108,234436.688,224096.766,0.234436688,0.224096766,4688734,4481935.5,4.688734,4.4819355
9,15,18,9/15/2020 7 p.m. EDT,104,0,0,0,0,0,0,0,0
9,15,19,9/15/2020 8 p.m. EDT,103,0,0,0,0,0,0,0,0
9,15,20,9/15/2020 9 p.m. EDT,102,0,0,0,0,0,0,0,0
9,15,21,9/15/2020 10 p.m. EDT,94,0,0,0,0,0,0,0,0
9,15,22,9/15/2020 11 p.m. EDT,87,0,0,0,0,0,0,0,0
9,15,23,9/16/2020 12 a.m. EDT,79,0,0,0,0,0,0,0,0
9,16,0,9/16/2020 1 a.m. EDT,73,0,0,0,0,0,0,0,0
9,16,1,9/16/2020 2 a.m. EDT,67,0,0,0,0,0,0,0,0
9,16,2,9/16/2020 3 a.m. EDT,63,0,0,0,0,0,0,0,0
9,16,3,9/16/2020 4 a.m. EDT,61,0,0,0,0,0,0,0,0
9,16,4,9/16/2020 5 a.m. EDT,60,0,0,0,0,0,0,0,0
9,16,5,9/16/2020 6 a.m. EDT,62,0,0,0,0,0,0,0,0
9,16,6,9/16/2020 7 a.m. EDT,63,109215.461,101927.625,0.109215461,0.101927625,2184309.25,2038552.5,2.18430925,2.0385525
9,16,7,9/16/2020 8 a.m. EDT,63,457843.281,440610.188,0.457843281,0.440610188,9156866,8812204,9.156866,8.812204
9,16,8,9/16/2020 9 a.m. EDT,67,655634.938,630750.188,0.655634938,0.630750188,13112699,12615004,13.112699,12.615004
9,16,9,9/16/2020 10 a.m. EDT,74,702183.188,675286.313,0.702183188,0.675286313,14043664,13505726,14.043664,13.505726
9,16,10,9/16/2020 11 a.m. EDT,81,708993.938,681795.875,0.708993938,0.681795875,14179879,13635918,14.179879,13.635918
9,16,11,9/16/2020 12 p.m. EDT,89,707184.688,680066.75,0.707184688,0.68006675,14143694,13601336,14.143694,13.601336
9,16,12,9/16/2020 1 p.m. EDT,94,700236.75,673425.563,0.70023675,0.673425563,14004735,13468512,14.004735,13.468512
9,16,13,9/16/2020 2 p.m. EDT,99,701303.813,674445.688,0.701303813,0.674445688,14026077,13488914,14.026077,13.488914
9,16,14,9/16/2020 3 p.m. EDT,102,694675.5,668108.625,0.6946755,0.668108625,13893510,13362172,13.89351,13.362172
9,16,15,9/16/2020 4 p.m. EDT,105,670819.563,645287.25,0.670819563,0.64528725,13416391,12905746,13.416391,12.905746
9,16,16,9/16/2020 5 p.m. EDT,107,574406.688,552840.313,0.574406688,0.552840313,11488134,11056806,11.488134,11.056806
9,16,17,9/16/2020 6 p.m. EDT,109,252727.094,241892.547,0.252727094,0.241892547,5054541.5,4837851,5.0545415,4.837851
9,16,18,9/16/2020 7 p.m. EDT,108,0,0,0,0,0,0,0,0
9,16,19,9/16/2020 8 p.m. EDT,106,0,0,0,0,0,0,0,0
9,16,20,9/16/2020 9 p.m. EDT,105,0,0,0,0,0,0,0,0
9,16,21,9/16/2020 10 p.m. EDT,98,0,0,0,0,0,0,0,0
9,16,22,9/16/2020 11 p.m. EDT,90,0,0,0,0,0,0,0,0
9,16,23,9/17/2020 12 a.m. EDT,83,0,0,0,0,0,0,0,0
9,17,0,9/17/2020 1 a.m. EDT,75,0,0,0,0,0,0,0,0
9,17,1,9/17/2020 2 a.m. EDT,70,0,0,0,0,0,0,0,0
9,17,2,9/17/2020 3 a.m. EDT,67,0,0,0,0,0,0,0,0
9,17,3,9/17/2020 4 a.m. EDT,64,0,0,0,0,0,0,0,0
9,17,4,9/17/2020 5 a.m. EDT,63,0,0,0,0,0,0,0,0
9,17,5,9/17/2020 6 a.m. EDT,65,0,0,0,0,0,0,0,0
9,17,6,9/17/2020 7 a.m. EDT,66,89857.945,82989.883,0.089857945,0.082989883,1797158.875,1659797.75,1.797158875,1.65979775
9,17,7,9/17/2020 8 a.m. EDT,65,249227.656,238488.719,0.249227656,0.238488719,4984553,4769774.5,4.984553,4.7697745
9,17,8,9/17/2020 9 a.m. EDT,68,631911.25,608021.063,0.63191125,0.608021063,12638225,12160421,12.638225,12.160421
9,17,9,9/17/2020 10 a.m. EDT,75,561593.875,540528.5,0.561593875,0.5405285,11231877,10810570,11.231877,10.81057
9,17,10,9/17/2020 11 a.m. EDT,82,462705.031,445301.281,0.462705031,0.445301281,9254101,8906026,9.254101,8.906026
9,17,11,9/17/2020 12 p.m. EDT,89,317005.938,304334.563,0.317005938,0.304334563,6340119,6086691,6.340119,6.086691
9,17,12,9/17/2020 1 p.m. EDT,95,396909.344,381740.406,0.396909344,0.381740406,7938187,7634808,7.938187,7.634808
9,17,13,9/17/2020 2 p.m. EDT,99,524855.063,505192.5,0.524855063,0.5051925,10497101,10103850,10.497101,10.10385
9,17,14,9/17/2020 3 p.m. EDT,102,697939.625,671229.5,0.697939625,0.6712295,13958793,13424590,13.958793,13.42459
9,17,15,9/17/2020 4 p.m. EDT,105,565683.438,544458.875,0.565683438,0.544458875,11313669,10889177,11.313669,10.889177
9,17,16,9/17/2020 5 p.m. EDT,107,183101.859,174083.656,0.183101859,0.174083656,3662037,3481673,3.662037,3.481673
9,17,17,9/17/2020 6 p.m. EDT,108,51801.43,45718.039,0.05180143,0.045718039,1036028.625,914360.813,1.036028625,0.914360813
9,17,18,9/17/2020 7 p.m. EDT,108,0,0,0,0,0,0,0,0
9,17,19,9/17/2020 8 p.m. EDT,107,0,0,0,0,0,0,0,0
9,17,20,9/17/2020 9 p.m. EDT,104,0,0,0,0,0,0,0,0
9,17,21,9/17/2020 10 p.m. EDT,97,0,0,0,0,0,0,0,0
9,17,22,9/17/2020 11 p.m. EDT,89,0,0,0,0,0,0,0,0
9,17,23,9/18/2020 12 a.m. EDT,82,0,0,0,0,0,0,0,0
9,18,0,9/18/2020 1 a.m. EDT,75,0,0,0,0,0,0,0,0
9,18,1,9/18/2020 2 a.m. EDT,69,0,0,0,0,0,0,0,0
9,18,2,9/18/2020 3 a.m. EDT,66,0,0,0,0,0,0,0,0
9,18,3,9/18/2020 4 a.m. EDT,63,0,0,0,0,0,0,0,0
9,18,4,9/18/2020 5 a.m. EDT,62,0,0,0,0,0,0,0,0
9,18,5,9/18/2020 6 a.m. EDT,64,0,0,0,0,0,0,0,0
9,18,6,9/18/2020 7 a.m. EDT,65,111782.977,104438.414,0.111782977,0.104438414,2235659.5,2088768.25,2.2356595,2.08876825
9,18,7,9/18/2020 8 a.m. EDT,64,378531.125,363957.625,0.378531125,0.363957625,7570622.5,7279152.5,7.5706225,7.2791525
9,18,8,9/18/2020 9 a.m. EDT,68,561248.375,540196.438,0.561248375,0.540196438,11224967,10803929,11.224967,10.803929
9,18,9,9/18/2020 10 a.m. EDT,76,590890.5,568670.563,0.5908905,0.568670563,11817810,11373411,11.81781,11.373411
9,18,10,9/18/2020 11 a.m. EDT,83,618401.875,595068.688,0.618401875,0.595068688,12368038,11901373,12.368038,11.901373
9,18,11,9/18/2020 12 p.m. EDT,92,580532.125,558724.063,0.580532125,0.558724063,11610643,11174481,11.610643,11.174481
9,18,12,9/18/2020 1 p.m. EDT,98,602746.25,580050.063,0.60274625,0.580050063,12054925,11601001,12.054925,11.601001
9,18,13,9/18/2020 2 p.m. EDT,103,191888.141,182650.656,0.191888141,0.182650656,3837762.75,3653013.25,3.83776275,3.65301325
9,18,14,9/18/2020 3 p.m. EDT,106,177393.266,168515.984,0.177393266,0.168515984,3547865.25,3370319.75,3.54786525,3.37031975
9,18,15,9/18/2020 4 p.m. EDT,108,75702.781,69132.875,0.075702781,0.069132875,1514055.625,1382657.5,1.514055625,1.3826575
9,18,16,9/18/2020 5 p.m. EDT,110,102673.891,95529.469,0.102673891,0.095529469,2053477.75,1910589.375,2.05347775,1.910589375
9,18,17,9/18/2020 6 p.m. EDT,111,45716.645,39753.719,0.045716645,0.039753719,914332.875,795074.375,0.914332875,0.795074375
9,18,18,9/18/2020 7 p.m. EDT,109,0,0,0,0,0,0,0,0
9,18,19,9/18/2020 8 p.m. EDT,107,0,0,0,0,0,0,0,0
9,18,20,9/18/2020 9 p.m. EDT,105,0,0,0,0,0,0,0,0
9,18,21,9/18/2020 10 p.m. EDT,98,0,0,0,0,0,0,0,0
9,18,22,9/18/2020 11 p.m. EDT,91,0,0,0,0,0,0,0,0
9,18,23,9/19/2020 12 a.m. EDT,85,0,0,0,0,0,0,0,0
9,19,0,9/19/2020 1 a.m. EDT,79,0,0,0,0,0,0,0,0
9,19,1,9/19/2020 2 a.m. EDT,72,0,0,0,0,0,0,0,0
9,19,2,9/19/2020 3 a.m. EDT,68,0,0,0,0,0,0,0,0
9,19,3,9/19/2020 4 a.m. EDT,65,0,0,0,0,0,0,0,0
9,19,4,9/19/2020 5 a.m. EDT,63,0,0,0,0,0,0,0,0
9,19,5,9/19/2020 6 a.m. EDT,62,0,0,0,0,0,0,0,0
9,19,6,9/19/2020 7 a.m. EDT,62,8698.73,3439.014,0.00869873,0.003439014,173974.609,68780.281,0.173974609,0.068780281
9,19,7,9/19/2020 8 a.m. EDT,60,32193.455,26493.328,0.032193455,0.026493328,643869.063,529866.563,0.643869063,0.529866563
9,19,8,9/19/2020 9 a.m. EDT,65,194120.25,184826.609,0.19412025,0.184826609,3882405,3696532.25,3.882405,3.69653225
9,19,9,9/19/2020 10 a.m. EDT,75,207706.75,198067.266,0.20770675,0.198067266,4154135,3961345.25,4.154135,3.96134525
9,19,10,9/19/2020 11 a.m. EDT,83,208484.375,198824.891,0.208484375,0.198824891,4169687.5,3976497.75,4.1696875,3.97649775
9,19,11,9/19/2020 12 p.m. EDT,91,250326.375,239557.469,0.250326375,0.239557469,5006527.5,4791149.5,5.0065275,4.7911495
9,19,12,9/19/2020 1 p.m. EDT,95,543334.688,522972.781,0.543334688,0.522972781,10866693,10459456,10.866693,10.459456
9,19,13,9/19/2020 2 p.m. EDT,100,406004.875,390536.563,0.406004875,0.390536563,8120097.5,7810731.5,8.1200975,7.8107315
9,19,14,9/19/2020 3 p.m. EDT,99,470480.031,452801.563,0.470480031,0.452801563,9409601,9056031,9.409601,9.056031
9,19,15,9/19/2020 4 p.m. EDT,99,334019.781,320836.469,0.334019781,0.320836469,6680396,6416729.5,6.680396,6.4167295
9,19,16,9/19/2020 5 p.m. EDT,99,291242.531,279325.813,0.291242531,0.279325813,5824850.5,5586516,5.8248505,5.586516
9,19,17,9/19/2020 6 p.m. EDT,94,67980.727,61570.328,0.067980727,0.061570328,1359614.625,1231406.5,1.359614625,1.2314065
9,19,18,9/19/2020 7 p.m. EDT,91,0,0,0,0,0,0,0,0
9,19,19,9/19/2020 8 p.m. EDT,90,0,0,0,0,0,0,0,0
9,19,20,9/19/2020 9 p.m. EDT,90,0,0,0,0,0,0,0,0
9,19,21,9/19/2020 10 p.m. EDT,87,0,0,0,0,0,0,0,0
9,19,22,9/19/2020 11 p.m. EDT,82,0,0,0,0,0,0,0,0
9,19,23,9/20/2020 12 a.m. EDT,77,0,0,0,0,0,0,0,0
9,20,0,9/20/2020 1 a.m. EDT,72,0,0,0,0,0,0,0,0
9,20,1,9/20/2020 2 a.m. EDT,67,0,0,0,0,0,0,0,0
9,20,2,9/20/2020 3 a.m. EDT,63,0,0,0,0,0,0,0,0
9,20,3,9/20/2020 4 a.m. EDT,60,0,0,0,0,0,0,0,0
9,20,4,9/20/2020 5 a.m. EDT,58,0,0,0,0,0,0,0,0
9,20,5,9/20/2020 6 a.m. EDT,58,0,0,0,0,0,0,0,0
9,20,6,9/20/2020 7 a.m. EDT,57,2009.902,0,0.002009902,0,40198.047,0,0.040198047,0
9,20,7,9/20/2020 8 a.m. EDT,57,33037.254,27320.928,0.033037254,0.027320928,660745.063,546418.563,0.660745063,0.546418563
9,20,8,9/20/2020 9 a.m. EDT,64,48365.254,42350.063,0.048365254,0.042350063,967305.125,847001.25,0.967305125,0.84700125
9,20,9,9/20/2020 10 a.m. EDT,74,150440.906,142212.641,0.150440906,0.142212641,3008818.25,2844252.75,3.00881825,2.84425275
9,20,10,9/20/2020 11 a.m. EDT,84,244127.594,233527.156,0.244127594,0.233527156,4882552,4670543,4.882552,4.670543
9,20,11,9/20/2020 12 p.m. EDT,93,420713.281,404754.406,0.420713281,0.404754406,8414266,8095088,8.414266,8.095088
9,20,12,9/20/2020 1 p.m. EDT,99,490404.969,472012.219,0.490404969,0.472012219,9808099,9440244,9.808099,9.440244
9,20,13,9/20/2020 2 p.m. EDT,103,506862.094,487868.25,0.506862094,0.48786825,10137242,9757365,10.137242,9.757365
9,20,14,9/20/2020 3 p.m. EDT,97,475202.188,457355.781,0.475202188,0.457355781,9504044,9147116,9.504044,9.147116
9,20,15,9/20/2020 4 p.m. EDT,90,360461.063,346460.813,0.360461063,0.346460813,7209221,6929216,7.209221,6.929216
9,20,16,9/20/2020 5 p.m. EDT,88,99033.219,91967.93,0.099033219,0.09196793,1980664.375,1839358.625,1.980664375,1.839358625
9,20,17,9/20/2020 6 p.m. EDT,89,24805.148,19245.729,0.024805148,0.019245729,496102.938,384914.563,0.496102938,0.384914563
9,20,18,9/20/2020 7 p.m. EDT,90,0,0,0,0,0,0,0,0
9,20,19,9/20/2020 8 p.m. EDT,91,0,0,0,0,0,0,0,0
9,20,20,9/20/2020 9 p.m. EDT,92,0,0,0,0,0,0,0,0
9,20,21,9/20/2020 10 p.m. EDT,90,0,0,0,0,0,0,0,0
9,20,22,9/20/2020 11 p.m. EDT,85,0,0,0,0,0,0,0,0
9,20,23,9/21/2020 12 a.m. EDT,77,0,0,0,0,0,0,0,0
9,21,0,9/21/2020 1 a.m. EDT,70,0,0,0,0,0,0,0,0
9,21,1,9/21/2020 2 a.m. EDT,65,0,0,0,0,0,0,0,0
9,21,2,9/21/2020 3 a.m. EDT,62,0,0,0,0,0,0,0,0
9,21,3,9/21/2020 4 a.m. EDT,60,0,0,0,0,0,0,0,0
9,21,4,9/21/2020 5 a.m. EDT,59,0,0,0,0,0,0,0,0
9,21,5,9/21/2020 6 a.m. EDT,61,0,0,0,0,0,0,0,0
9,21,6,9/21/2020 7 a.m. EDT,63,665.141,0,0.000665141,0,13302.811,0,0.013302811,0
9,21,7,9/21/2020 8 a.m. EDT,63,20752.795,15269.689,0.020752795,0.015269689,415055.906,305393.781,0.415055906,0.305393781
9,21,8,9/21/2020 9 a.m. EDT,64,42985.066,37075.77,0.042985066,0.03707577,859701.313,741515.438,0.859701313,0.741515438
9,21,9,9/21/2020 10 a.m. EDT,69,81996.867,75295.305,0.081996867,0.075295305,1639937.375,1505906.125,1.639937375,1.505906125
9,21,10,9/21/2020 11 a.m. EDT,73,75109.781,68552.203,0.075109781,0.068552203,1502195.625,1371044,1.502195625,1.371044
9,21,11,9/21/2020 12 p.m. EDT,77,73912.328,67379.602,0.073912328,0.067379602,1478246.625,1347592,1.478246625,1.347592
9,21,12,9/21/2020 1 p.m. EDT,81,85554.609,78777.977,0.085554609,0.078777977,1711092.125,1575559.5,1.711092125,1.5755595
9,21,13,9/21/2020 2 p.m. EDT,76,205740.25,196151.234,0.20574025,0.196151234,4114804.75,3923024.75,4.11480475,3.92302475
9,21,14,9/21/2020 3 p.m. EDT,76,228789.391,218599.656,0.228789391,0.218599656,4575788,4371993.5,4.575788,4.3719935
9,21,15,9/21/2020 4 p.m. EDT,77,169518.297,160833.438,0.169518297,0.160833438,3390366,3216668.75,3.390366,3.21666875
9,21,16,9/21/2020 5 p.m. EDT,77,209459.813,199775.203,0.209459813,0.199775203,4189196.25,3995504.25,4.18919625,3.99550425
9,21,17,9/21/2020 6 p.m. EDT,78,52112.172,46022.59,0.052112172,0.04602259,1042243.438,920451.813,1.042243438,0.920451813
9,21,18,9/21/2020 7 p.m. EDT,80,0,0,0,0,0,0,0,0
9,21,19,9/21/2020 8 p.m. EDT,84,0,0,0,0,0,0,0,0
9,21,20,9/21/2020 9 p.m. EDT,85,0,0,0,0,0,0,0,0
9,21,21,9/21/2020 10 p.m. EDT,80,0,0,0,0,0,0,0,0
9,21,22,9/21/2020 11 p.m. EDT,75,0,0,0,0,0,0,0,0
9,21,23,9/22/2020 12 a.m. EDT,70,0,0,0,0,0,0,0,0
9,22,0,9/22/2020 1 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,1,9/22/2020 2 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,2,9/22/2020 3 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,3,9/22/2020 4 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,4,9/22/2020 5 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,5,9/22/2020 6 a.m. EDT,76,0,0,0,0,0,0,0,0
9,22,6,9/22/2020 7 a.m. EDT,76,100272.469,93180.297,0.100272469,0.093180297,2005449.375,1863605.875,2.005449375,1.863605875
9,22,7,9/22/2020 8 a.m. EDT,76,456090.281,438918.5,0.456090281,0.4389185,9121806,8778370,9.121806,8.77837
9,22,8,9/22/2020 9 a.m. EDT,76,659802.625,634741.063,0.659802625,0.634741063,13196053,12694821,13.196053,12.694821
9,22,9,9/22/2020 10 a.m. EDT,76,701678.563,674803.938,0.701678563,0.674803938,14033572,13496078,14.033572,13.496078
9,22,10,9/22/2020 11 a.m. EDT,76,707971.375,680818.625,0.707971375,0.680818625,14159427,13616372,14.159427,13.616372
9,22,11,9/22/2020 12 p.m. EDT,78,701317.188,674458.438,0.701317188,0.674458438,14026344,13489169,14.026344,13.489169
9,22,12,9/22/2020 1 p.m. EDT,82,695318.438,668723.375,0.695318438,0.668723375,13906369,13374467,13.906369,13.374467
9,22,13,9/22/2020 2 p.m. EDT,86,696152.438,669520.75,0.696152438,0.66952075,13923048,13390415,13.923048,13.390415
9,22,14,9/22/2020 3 p.m. EDT,86,701925.625,675040.063,0.701925625,0.675040063,14038512,13500802,14.038512,13.500802
9,22,15,9/22/2020 4 p.m. EDT,91,381590.719,366918.969,0.381590719,0.366918969,7631814,7338379.5,7.631814,7.3383795
9,22,16,9/22/2020 5 p.m. EDT,90,575605.938,553992.375,0.575605938,0.553992375,11512119,11079847,11.512119,11.079847
9,22,17,9/22/2020 6 p.m. EDT,92,79549.617,72899.422,0.079549617,0.072899422,1590992.375,1457988.375,1.590992375,1.457988375
9,22,18,9/22/2020 7 p.m. EDT,93,0,0,0,0,0,0,0,0
9,22,19,9/22/2020 8 p.m. EDT,92,0,0,0,0,0,0,0,0
9,22,20,9/22/2020 9 p.m. EDT,91,0,0,0,0,0,0,0,0
9,22,21,9/22/2020 10 p.m. EDT,85,0,0,0,0,0,0,0,0
9,22,22,9/22/2020 11 p.m. EDT,77,0,0,0,0,0,0,0,0
9,22,23,9/23/2020 12 a.m. EDT,70,0,0,0,0,0,0,0,0
9,23,0,9/23/2020 1 a.m. EDT,65,0,0,0,0,0,0,0,0
9,23,1,9/23/2020 2 a.m. EDT,60,0,0,0,0,0,0,0,0
9,23,2,9/23/2020 3 a.m. EDT,56,0,0,0,0,0,0,0,0
9,23,3,9/23/2020 4 a.m. EDT,54,0,0,0,0,0,0,0,0
9,23,4,9/23/2020 5 a.m. EDT,54,0,0,0,0,0,0,0,0
9,23,5,9/23/2020 6 a.m. EDT,56,0,0,0,0,0,0,0,0
9,23,6,9/23/2020 7 a.m. EDT,56,81991.734,75290.281,0.081991734,0.075290281,1639834.75,1505805.625,1.63983475,1.505805625
9,23,7,9/23/2020 8 a.m. EDT,55,421589,405600.656,0.421589,0.405600656,8431780,8112013,8.43178,8.112013
9,23,8,9/23/2020 9 a.m. EDT,57,633294.75,609347.125,0.63329475,0.609347125,12665895,12186943,12.665895,12.186943
9,23,9,9/23/2020 10 a.m. EDT,61,675834.75,650086.75,0.67583475,0.65008675,13516695,13001734,13.516695,13.001734
9,23,10,9/23/2020 11 a.m. EDT,70,617993.375,594676.938,0.617993375,0.594676938,12359868,11893538,12.359868,11.893538
9,23,11,9/23/2020 12 p.m. EDT,77,465076.125,447588.844,0.465076125,0.447588844,9301523,8951777,9.301523,8.951777
9,23,12,9/23/2020 1 p.m. EDT,83,386933.375,372089.219,0.386933375,0.372089219,7738667.5,7441784,7.7386675,7.441784
9,23,13,9/23/2020 2 p.m. EDT,85,251211.922,240418.828,0.251211922,0.240418828,5024238.5,4808376.5,5.0242385,4.8083765
9,23,14,9/23/2020 3 p.m. EDT,88,183557.859,174528.359,0.183557859,0.174528359,3671157.25,3490567,3.67115725,3.490567
9,23,15,9/23/2020 4 p.m. EDT,91,218779.078,208852.672,0.218779078,0.208852672,4375581.5,4177053.5,4.3755815,4.1770535
9,23,16,9/23/2020 5 p.m. EDT,94,69256.281,62819.684,0.069256281,0.062819684,1385125.625,1256393.75,1.385125625,1.25639375
9,23,17,9/23/2020 6 p.m. EDT,96,24842.756,19282.625,0.024842756,0.019282625,496855.094,385652.469,0.496855094,0.385652469
9,23,18,9/23/2020 7 p.m. EDT,94,0,0,0,0,0,0,0,0
9,23,19,9/23/2020 8 p.m. EDT,93,0,0,0,0,0,0,0,0
9,23,20,9/23/2020 9 p.m. EDT,92,0,0,0,0,0,0,0,0
9,23,21,9/23/2020 10 p.m. EDT,85,0,0,0,0,0,0,0,0
9,23,22,9/23/2020 11 p.m. EDT,79,0,0,0,0,0,0,0,0
9,23,23,9/24/2020 12 a.m. EDT,72,0,0,0,0,0,0,0,0
9,24,0,9/24/2020 1 a.m. EDT,66,0,0,0,0,0,0,0,0
9,24,1,9/24/2020 2 a.m. EDT,61,0,0,0,0,0,0,0,0
9,24,2,9/24/2020 3 a.m. EDT,59,0,0,0,0,0,0,0,0
9,24,3,9/24/2020 4 a.m. EDT,58,0,0,0,0,0,0,0,0
9,24,4,9/24/2020 5 a.m. EDT,57,0,0,0,0,0,0,0,0
9,24,5,9/24/2020 6 a.m. EDT,61,0,0,0,0,0,0,0,0
9,24,6,9/24/2020 7 a.m. EDT,63,17010.074,11596.907,0.017010074,0.011596907,340201.469,231938.141,0.340201469,0.231938141
9,24,7,9/24/2020 8 a.m. EDT,61,67800.633,61393.922,0.067800633,0.061393922,1356012.625,1227878.5,1.356012625,1.2278785
9,24,8,9/24/2020 9 a.m. EDT,62,128640.078,120916.992,0.128640078,0.120916992,2572801.5,2418340,2.5728015,2.41834
9,24,9,9/24/2020 10 a.m. EDT,64,58576.43,52357.289,0.05857643,0.052357289,1171528.625,1047145.813,1.171528625,1.047145813
9,24,10,9/24/2020 11 a.m. EDT,66,116605.313,109153.539,0.116605313,0.109153539,2332106.25,2183070.75,2.33210625,2.18307075
9,24,11,9/24/2020 12 p.m. EDT,72,139699.125,131721.969,0.139699125,0.131721969,2793982.5,2634439.5,2.7939825,2.6344395
9,24,12,9/24/2020 1 p.m. EDT,71,190212.578,181017.141,0.190212578,0.181017141,3804251.5,3620342.75,3.8042515,3.62034275
9,24,13,9/24/2020 2 p.m. EDT,67,436394.875,419904.094,0.436394875,0.419904094,8727898,8398082,8.727898,8.398082
9,24,14,9/24/2020 3 p.m. EDT,68,458882.813,441613.281,0.458882813,0.441613281,9177656,8832266,9.177656,8.832266
9,24,15,9/24/2020 4 p.m. EDT,72,245421.047,234785.563,0.245421047,0.234785563,4908421,4695711.5,4.908421,4.6957115
9,24,16,9/24/2020 5 p.m. EDT,80,241955.203,231413.469,0.241955203,0.231413469,4839104,4628269,4.839104,4.628269
9,24,17,9/24/2020 6 p.m. EDT,86,12063.812,6742.275,0.012063812,0.006742275,241276.219,134845.516,0.241276219,0.134845516
9,24,18,9/24/2020 7 p.m. EDT,86,0,0,0,0,0,0,0,0
9,24,19,9/24/2020 8 p.m. EDT,86,0,0,0,0,0,0,0,0
9,24,20,9/24/2020 9 p.m. EDT,85,0,0,0,0,0,0,0,0
9,24,21,9/24/2020 10 p.m. EDT,79,0,0,0,0,0,0,0,0
9,24,22,9/24/2020 11 p.m. EDT,74,0,0,0,0,0,0,0,0
9,24,23,9/25/2020 12 a.m. EDT,68,0,0,0,0,0,0,0,0
9,25,0,9/25/2020 1 a.m. EDT,63,0,0,0,0,0,0,0,0
9,25,1,9/25/2020 2 a.m. EDT,59,0,0,0,0,0,0,0,0
9,25,2,9/25/2020 3 a.m. EDT,56,0,0,0,0,0,0,0,0
9,25,3,9/25/2020 4 a.m. EDT,56,0,0,0,0,0,0,0,0
9,25,4,9/25/2020 5 a.m. EDT,56,0,0,0,0,0,0,0,0
9,25,5,9/25/2020 6 a.m. EDT,58,0,0,0,0,0,0,0,0
9,25,6,9/25/2020 7 a.m. EDT,59,0,0,0,0,0,0,0,0
9,25,7,9/25/2020 8 a.m. EDT,59,40555.398,34693.574,0.040555398,0.034693574,811108,693871.5,0.811108,0.6938715
9,25,8,9/25/2020 9 a.m. EDT,59,76214.961,69634.391,0.076214961,0.069634391,1524299.125,1392687.875,1.524299125,1.392687875
9,25,9,9/25/2020 10 a.m. EDT,63,63064.742,56754.73,0.063064742,0.05675473,1261294.875,1135094.625,1.261294875,1.135094625
9,25,10,9/25/2020 11 a.m. EDT,73,123671.578,116061.156,0.123671578,0.116061156,2473431.5,2321223.25,2.4734315,2.32122325
9,25,11,9/25/2020 12 p.m. EDT,82,147754.906,139589.828,0.147754906,0.139589828,2955098,2791796.5,2.955098,2.7917965
9,25,12,9/25/2020 1 p.m. EDT,81,151975.094,143710.609,0.151975094,0.143710609,3039502,2874212.25,3.039502,2.87421225
9,25,13,9/25/2020 2 p.m. EDT,78,247022.438,236343.5,0.247022438,0.2363435,4940448.5,4726870,4.9404485,4.72687
9,25,14,9/25/2020 3 p.m. EDT,82,360371.438,346374,0.360371438,0.346374,7207428.5,6927480,7.2074285,6.92748
9,25,15,9/25/2020 4 p.m. EDT,87,163839.109,155291.578,0.163839109,0.155291578,3276782,3105831.75,3.276782,3.10583175
9,25,16,9/25/2020 5 p.m. EDT,81,350193.844,336513.906,0.350193844,0.336513906,7003876.5,6730278,7.0038765,6.730278
9,25,17,9/25/2020 6 p.m. EDT,,24880.959,19320.105,0.024880959,0.019320105,497619.188,386402.125,0.497619188,0.386402125
9,25,18,9/25/2020 7 p.m. EDT,,0,0,0,0,0,0,0,0
9,25,19,9/25/2020 8 p.m. EDT,,0,0,0,0,0,0,0,0
9,25,20,9/25/2020 9 p.m. EDT,,0,0,0,0,0,0,0,0
9,25,21,9/25/2020 10 p.m. EDT,,0,0,0,0,0,0,0,0
9,25,22,9/25/2020 11 p.m. EDT,,0,0,0,0,0,0,0,0
9,25,23,9/26/2020 12 a.m. EDT,,0,0,0,0,0,0,0,0
9,26,0,9/26/2020 1 a.m. EDT,66,0,0,0,0,0,0,0,0
9,26,1,9/26/2020 2 a.m. EDT,62,0,0,0,0,0,0,0,0
9,26,2,9/26/2020 3 a.m. EDT,59,0,0,0,0,0,0,0,0
9,26,3,9/26/2020 4 a.m. EDT,56,0,0,0,0,0,0,0,0
9,26,4,9/26/2020 5 a.m. EDT,54,0,0,0,0,0,0,0,0
9,26,5,9/26/2020 6 a.m. EDT,54,0,0,0,0,0,0,0,0
9,26,6,9/26/2020 7 a.m. EDT,55,8023.497,2776.135,0.008023497,0.002776135,160469.938,55522.688,0.160469938,0.055522688
9,26,7,9/26/2020 8 a.m. EDT,54,325597.094,312668.563,0.325597094,0.312668563,6511942,6253371,6.511942,6.253371
